topicID,workerID,docID,gold,label
20002,w1,clueweb09-en0005-99-35225,-1,1
20002,w1,clueweb09-en0011-28-14558,2,2
20002,w1,clueweb09-en0005-99-35227,-1,1
20002,w1,clueweb09-en0005-99-35230,-1,1
20002,w3,clueweb09-en0005-99-35253,-1,0
20002,w3,clueweb09-en0005-99-35225,-1,2
20002,w3,clueweb09-en0011-28-14558,2,2
20002,w3,clueweb09-en0005-99-35227,-1,2
20002,w3,clueweb09-en0005-99-35230,-1,2
20002,w6,clueweb09-en0005-99-35253,-1,0
20002,w6,clueweb09-en0005-99-35225,-1,2
20002,w6,clueweb09-en0011-28-14558,2,0
20002,w6,clueweb09-en0005-99-35227,-1,2
20002,w6,clueweb09-en0005-99-35230,-1,2
20002,w4,clueweb09-en0005-99-35253,-1,-2
20002,w4,clueweb09-en0005-99-35225,-1,-2
20002,w4,clueweb09-en0011-28-14558,2,0
20002,w4,clueweb09-en0005-99-35227,-1,-2
20002,w4,clueweb09-en0005-99-35230,-1,-2
20002,w1,clueweb09-en0006-01-23662,-1,0
20002,w1,clueweb09-en0006-85-33146,-1,2
20002,w1,clueweb09-en0006-85-33172,-1,1
20002,w1,clueweb09-en0008-05-06642,2,1
20002,w1,clueweb09-en0006-85-33151,-1,1
20002,w2,clueweb09-en0006-01-23662,-1,1
20002,w2,clueweb09-en0006-85-33146,-1,1
20002,w2,clueweb09-en0006-85-33172,-1,-2
20002,w2,clueweb09-en0008-05-06642,2,0
20002,w3,clueweb09-en0006-01-23662,-1,2
20002,w3,clueweb09-en0006-85-33146,-1,0
20002,w3,clueweb09-en0006-85-33172,-1,-2
20002,w3,clueweb09-en0008-05-06642,2,2
20002,w3,clueweb09-en0006-85-33151,-1,-2
20002,w8,clueweb09-en0006-01-23662,-1,2
20002,w8,clueweb09-en0006-85-33146,-1,2
20002,w8,clueweb09-en0006-85-33172,-1,2
20002,w8,clueweb09-en0008-05-06642,2,2
20002,w8,clueweb09-en0006-85-33151,-1,2
20002,w1,clueweb09-en0007-26-02118,-1,2
20002,w1,clueweb09-en0007-60-33077,-1,0
20002,w1,clueweb09-en0006-85-33180,2,2
20002,w1,clueweb09-en0007-60-32424,-1,0
20002,w1,clueweb09-en0007-26-02117,-1,2
20002,w3,clueweb09-en0007-26-02118,-1,2
20002,w3,clueweb09-en0007-60-33077,-1,2
20002,w3,clueweb09-en0006-85-33180,2,-2
20002,w3,clueweb09-en0007-60-32424,-1,1
20002,w3,clueweb09-en0007-26-02117,-1,2
20002,w6,clueweb09-en0007-26-02118,-1,2
20002,w6,clueweb09-en0007-60-33077,-1,1
20002,w6,clueweb09-en0006-85-33180,2,-2
20002,w6,clueweb09-en0007-60-32424,-1,1
20002,w6,clueweb09-en0007-26-02117,-1,2
20002,w4,clueweb09-en0007-26-02118,-1,2
20002,w4,clueweb09-en0007-60-33077,-1,1
20002,w4,clueweb09-en0006-85-33180,2,-2
20002,w4,clueweb09-en0007-60-32424,-1,1
20002,w4,clueweb09-en0007-26-02117,-1,2
20002,w1,clueweb09-en0007-71-27640,-1,1
20002,w1,clueweb09-en0009-15-02980,2,1
20002,w1,clueweb09-en0007-60-33078,-1,0
20002,w1,clueweb09-en0007-86-33377,-1,0
20002,w1,clueweb09-en0008-05-35547,-1,0
20002,w3,clueweb09-en0007-71-27640,-1,2
20002,w3,clueweb09-en0009-15-02980,2,2
20002,w3,clueweb09-en0007-60-33078,-1,2
20002,w3,clueweb09-en0007-86-33377,-1,2
20002,w3,clueweb09-en0008-05-35547,-1,1
20002,w8,clueweb09-en0007-71-27640,-1,2
20002,w8,clueweb09-en0009-15-02980,2,2
20002,w8,clueweb09-en0007-60-33078,-1,2
20002,w8,clueweb09-en0007-86-33377,-1,2
20002,w8,clueweb09-en0008-05-35547,-1,2
20002,w1,clueweb09-en0008-05-35550,-1,0
20002,w1,clueweb09-en0009-33-7798,-2,-2
20002,w1,clueweb09-en0008-05-35555,-1,0
20002,w1,clueweb09-en0008-05-35554,-1,0
20002,w1,clueweb09-en0008-05-35551,-1,0
20002,w3,clueweb09-en0008-05-35550,-1,0
20002,w3,clueweb09-en0009-33-7798,-2,-2
20002,w3,clueweb09-en0008-05-35555,-1,0
20002,w3,clueweb09-en0008-05-35554,-1,0
20002,w3,clueweb09-en0008-05-35551,-1,1
20002,w6,clueweb09-en0008-05-35550,-1,1
20002,w6,clueweb09-en0009-33-7798,-2,-2
20002,w6,clueweb09-en0008-05-35555,-1,0
20002,w6,clueweb09-en0008-05-35554,-1,1
20002,w6,clueweb09-en0008-05-35551,-1,1
20002,w4,clueweb09-en0008-05-35550,-1,2
20002,w4,clueweb09-en0009-33-7798,-2,-2
20002,w4,clueweb09-en0008-05-35555,-1,2
20002,w4,clueweb09-en0008-05-35554,-1,2
20002,w4,clueweb09-en0008-05-35551,-1,2
20002,w7,clueweb09-en0008-05-35550,-1,0
20002,w7,clueweb09-en0009-33-7798,-2,-2
20002,w7,clueweb09-en0008-05-35555,-1,0
20002,w7,clueweb09-en0008-05-35554,-1,0
20002,w7,clueweb09-en0008-05-35551,-1,0
20002,w2,clueweb09-en0008-05-35557,-1,0
20002,w2,clueweb09-en0010-92-14638,2,1
20002,w2,clueweb09-en0008-05-35565,-1,0
20002,w2,clueweb09-en0008-05-35562,-1,0
20002,w2,clueweb09-en0008-05-35563,-1,0
20002,w3,clueweb09-en0008-05-35557,-1,1
20002,w3,clueweb09-en0010-92-14638,2,0
20002,w3,clueweb09-en0008-05-35565,-1,1
20002,w3,clueweb09-en0008-05-35562,-1,1
20002,w3,clueweb09-en0008-05-35563,-1,1
20002,w4,clueweb09-en0008-05-35557,-1,2
20002,w4,clueweb09-en0010-92-14638,2,2
20002,w4,clueweb09-en0008-05-35565,-1,2
20002,w4,clueweb09-en0008-05-35562,-1,2
20002,w1,clueweb09-en0008-05-35570,-1,1
20002,w1,clueweb09-en0008-48-09656,-1,1
20002,w1,clueweb09-en0002-28-00025,2,1
20002,w1,clueweb09-en0008-05-35566,-1,1
20002,w1,clueweb09-en0008-48-09654,-1,1
20002,w2,clueweb09-en0008-05-35570,-1,0
20002,w2,clueweb09-en0008-48-09656,-1,1
20002,w2,clueweb09-en0002-28-00025,2,1
20002,w2,clueweb09-en0008-05-35566,-1,0
20002,w2,clueweb09-en0008-48-09654,-1,0
20002,w3,clueweb09-en0008-05-35570,-1,0
20002,w3,clueweb09-en0008-48-09656,-1,0
20002,w3,clueweb09-en0002-28-00025,2,1
20002,w3,clueweb09-en0008-05-35566,-1,0
20002,w3,clueweb09-en0008-48-09654,-1,0
20002,w6,clueweb09-en0008-05-35570,-1,0
20002,w6,clueweb09-en0008-48-09656,-1,0
20002,w6,clueweb09-en0002-28-00025,2,1
20002,w6,clueweb09-en0008-05-35566,-1,1
20002,w6,clueweb09-en0008-48-09654,-1,0
20002,w1,clueweb09-en0008-48-09660,-1,1
20002,w1,clueweb09-en0008-48-09658,-1,1
20002,w1,clueweb09-enwp00-62-20587,2,2
20002,w1,clueweb09-en0008-48-09663,-1,1
20002,w1,clueweb09-en0008-48-09665,-1,2
20002,w2,clueweb09-en0008-48-09660,-1,0
20002,w2,clueweb09-en0008-48-09658,-1,0
20002,w2,clueweb09-enwp00-62-20587,2,0
20002,w2,clueweb09-en0008-48-09663,-1,0
20002,w2,clueweb09-en0008-48-09665,-1,0
20002,w3,clueweb09-en0008-48-09660,-1,0
20002,w3,clueweb09-en0008-48-09658,-1,0
20002,w3,clueweb09-enwp00-62-20587,2,0
20002,w3,clueweb09-en0008-48-09663,-1,0
20002,w3,clueweb09-en0008-48-09665,-1,0
20002,w6,clueweb09-en0008-48-09660,-1,0
20002,w6,clueweb09-en0008-48-09658,-1,0
20002,w6,clueweb09-enwp00-62-20587,2,1
20002,w6,clueweb09-en0008-48-09663,-1,0
20002,w6,clueweb09-en0008-48-09665,-1,0
20002,w7,clueweb09-en0008-48-09660,-1,0
20002,w7,clueweb09-en0008-48-09658,-1,0
20002,w7,clueweb09-enwp00-62-20587,2,1
20002,w7,clueweb09-en0008-48-09663,-1,0
20002,w7,clueweb09-en0008-48-09665,-1,0
20002,w1,clueweb09-en0008-48-09672,-1,0
20002,w1,clueweb09-en0002-28-00027,2,1
20002,w1,clueweb09-en0008-48-09671,-1,0
20002,w1,clueweb09-en0008-48-09669,-1,0
20002,w1,clueweb09-en0008-48-09670,-1,0
20002,w3,clueweb09-en0008-48-09672,-1,0
20002,w3,clueweb09-en0002-28-00027,2,1
20002,w3,clueweb09-en0008-48-09671,-1,0
20002,w3,clueweb09-en0008-48-09669,-1,0
20002,w3,clueweb09-en0008-48-09670,-1,0
20002,w6,clueweb09-en0008-48-09672,-1,0
20002,w6,clueweb09-en0002-28-00027,2,0
20002,w6,clueweb09-en0008-48-09671,-1,0
20002,w6,clueweb09-en0008-48-09669,-1,0
20002,w6,clueweb09-en0008-48-09670,-1,0
20002,w4,clueweb09-en0008-48-09672,-1,2
20002,w4,clueweb09-en0002-28-00027,2,2
20002,w4,clueweb09-en0008-48-09671,-1,2
20002,w4,clueweb09-en0008-48-09669,-1,2
20002,w4,clueweb09-en0008-48-09670,-1,2
20002,w3,clueweb09-en0008-89-11263,-1,2
20002,w3,clueweb09-en0008-89-11050,-1,2
20002,w3,clueweb09-en0008-73-34237,-1,2
20002,w3,clueweb09-en0008-89-11092,-1,2
20002,w3,clueweb09-en0009-33-5110,-2,-2
20002,w6,clueweb09-en0008-89-11263,-1,2
20002,w6,clueweb09-en0008-89-11050,-1,2
20002,w6,clueweb09-en0008-73-34237,-1,1
20002,w6,clueweb09-en0008-89-11092,-1,2
20002,w6,clueweb09-en0009-33-5110,-2,-2
20002,w1,clueweb09-en0010-15-22033,-1,0
20002,w1,clueweb09-en0009-64-09384,-1,0
20002,w1,clueweb09-en0010-90-26270,-1,1
20002,w1,clueweb09-en0007-26-02115,2,2
20002,w1,clueweb09-en0010-71-16236,-1,0
20002,w2,clueweb09-en0010-15-22033,-1,0
20002,w2,clueweb09-en0009-64-09384,-1,0
20002,w2,clueweb09-en0010-90-26270,-1,1
20002,w2,clueweb09-en0007-26-02115,2,1
20002,w2,clueweb09-en0010-71-16236,-1,0
20002,w3,clueweb09-en0010-15-22033,-1,2
20002,w3,clueweb09-en0009-64-09384,-1,0
20002,w3,clueweb09-en0010-90-26270,-1,0
20002,w3,clueweb09-en0007-26-02115,2,2
20002,w3,clueweb09-en0010-71-16236,-1,0
20002,w3,clueweb09-en0011-62-04234,-1,0
20002,w3,clueweb09-en0011-89-08538,2,1
20002,w3,clueweb09-en0022-57-06758,-1,-2
20002,w3,clueweb09-en0011-75-24750,-1,0
20002,w3,clueweb09-en0043-16-02376,-1,0
20002,w6,clueweb09-en0011-62-04234,-1,0
20002,w6,clueweb09-en0011-89-08538,2,1
20002,w6,clueweb09-en0022-57-06758,-1,-2
20002,w6,clueweb09-en0011-75-24750,-1,0
20002,w6,clueweb09-en0043-16-02376,-1,0
20002,w7,clueweb09-en0011-62-04234,-1,0
20002,w7,clueweb09-en0011-89-08538,2,1
20002,w7,clueweb09-en0022-57-06758,-1,0
20002,w7,clueweb09-en0011-75-24750,-1,0
20002,w7,clueweb09-en0043-16-02376,-1,0
20002,w1,clueweb09-en0043-16-02377,-1,0
20002,w1,clueweb09-en0006-85-33170,2,1
20002,w1,clueweb09-en0043-16-02379,-1,0
20002,w1,clueweb09-en0043-16-02378,-1,0
20002,w1,clueweb09-en0057-16-01899,-1,0
20002,w3,clueweb09-en0043-16-02377,-1,1
20002,w3,clueweb09-en0006-85-33170,2,0
20002,w3,clueweb09-en0043-16-02379,-1,0
20002,w3,clueweb09-en0043-16-02378,-1,0
20002,w3,clueweb09-en0057-16-01899,-1,1
20002,w6,clueweb09-en0043-16-02377,-1,0
20002,w6,clueweb09-en0006-85-33170,2,0
20002,w6,clueweb09-en0043-16-02379,-1,0
20002,w6,clueweb09-en0043-16-02378,-1,0
20002,w6,clueweb09-en0057-16-01899,-1,0
20002,w1,clueweb09-en0057-16-01900,-1,0
20002,w1,clueweb09-en0071-16-02121,-1,0
20002,w1,clueweb09-en0008-85-37761,2,1
20002,w1,clueweb09-en0071-16-02119,-1,0
20002,w1,clueweb09-en0071-16-02118,-1,0
20002,w3,clueweb09-en0057-16-01900,-1,1
20002,w3,clueweb09-en0071-16-02121,-1,1
20002,w3,clueweb09-en0008-85-37761,2,2
20002,w3,clueweb09-en0071-16-02119,-1,1
20002,w3,clueweb09-en0071-16-02118,-1,1
20002,w1,clueweb09-en0109-80-01064,-1,1
20002,w1,clueweb09-en0009-33-9503,-2,0
20002,w1,clueweb09-en0095-28-00056,-1,1
20002,w1,clueweb09-en0083-73-01301,-1,1
20002,w1,clueweb09-en0085-16-02745,-1,0
20002,w3,clueweb09-en0109-80-01064,-1,2
20002,w3,clueweb09-en0009-33-9503,-2,-2
20002,w3,clueweb09-en0095-28-00056,-1,2
20002,w3,clueweb09-en0083-73-01301,-1,2
20002,w3,clueweb09-en0085-16-02745,-1,0
20002,w6,clueweb09-en0109-80-01064,-1,2
20002,w6,clueweb09-en0009-33-9503,-2,-2
20002,w6,clueweb09-en0095-28-00056,-1,1
20002,w6,clueweb09-en0083-73-01301,-1,1
20002,w6,clueweb09-en0085-16-02745,-1,1
20002,w1,clueweb09-en0131-43-26677,-1,2
20002,w1,clueweb09-en0131-86-23715,-1,2
20002,w1,clueweb09-en0006-85-33159,2,2
20002,w1,clueweb09-en0009-33-5110,-2,-2
20002,w1,clueweb09-en0009-33-5110,-2,-2
20002,w3,clueweb09-en0131-43-26677,-1,2
20002,w3,clueweb09-en0131-86-23715,-1,-2
20002,w3,clueweb09-en0006-85-33159,2,0
20002,w3,clueweb09-en0009-33-5110,-2,0
20002,w3,clueweb09-en0009-33-5110,-2,0
20002,w6,clueweb09-en0131-43-26677,-1,2
20002,w6,clueweb09-en0131-86-23715,-1,-2
20002,w6,clueweb09-en0006-85-33159,2,0
20002,w6,clueweb09-en0009-33-5110,-2,-2
20002,w6,clueweb09-en0009-33-5110,-2,-2
20002,w4,clueweb09-en0131-43-26677,-1,2
20002,w4,clueweb09-en0131-86-23715,-1,-2
20002,w4,clueweb09-en0006-85-33159,2,1
20002,w4,clueweb09-en0009-33-5110,-2,-2
20002,w4,clueweb09-en0009-33-5110,-2,-2
20002,w7,clueweb09-en0131-43-26677,-1,1
20002,w7,clueweb09-en0131-86-23715,-1,-2
20002,w7,clueweb09-en0006-85-33159,2,2
20002,w7,clueweb09-en0009-33-5110,-2,-2
20002,w7,clueweb09-en0009-33-5110,-2,-2
20012,w1,clueweb09-en0000-21-14423,-1,2
20012,w1,clueweb09-en0000-59-05057,-1,2
20012,w1,clueweb09-en0000-59-05055,-1,2
20012,w1,clueweb09-en0011-78-02718,2,2
20012,w1,clueweb09-en0000-30-16052,-1,2
20012,w3,clueweb09-en0000-21-14423,-1,0
20012,w3,clueweb09-en0000-59-05057,-1,2
20012,w3,clueweb09-en0000-59-05055,-1,2
20012,w3,clueweb09-en0011-78-02718,2,2
20012,w3,clueweb09-en0000-30-16052,-1,2
20012,w6,clueweb09-en0000-21-14423,-1,-2
20012,w6,clueweb09-en0000-59-05057,-1,2
20012,w6,clueweb09-en0000-59-05055,-1,2
20012,w6,clueweb09-en0011-78-02718,2,2
20012,w6,clueweb09-en0000-30-16052,-1,1
20012,w7,clueweb09-en0000-21-14423,-1,1
20012,w7,clueweb09-en0000-59-05057,-1,1
20012,w7,clueweb09-en0000-59-05055,-1,1
20012,w7,clueweb09-en0011-78-02718,2,1
20012,w7,clueweb09-en0000-30-16052,-1,1
20012,w4,clueweb09-en0003-74-29730,-1,2
20012,w4,clueweb09-en0003-57-01247,-1,2
20012,w4,clueweb09-en0004-02-18125,-1,2
20012,w4,clueweb09-en0003-05-28549,-1,2
20012,w4,clueweb09-en0007-39-22983,2,2
20012,w1,clueweb09-en0004-09-39415,-1,2
20012,w1,clueweb09-en0003-71-36817,2,2
20012,w1,clueweb09-en0004-08-29316,-1,1
20012,w1,clueweb09-en0004-08-29315,-1,2
20012,w1,clueweb09-en0004-49-38207,-1,1
20012,w3,clueweb09-en0004-09-39415,-1,0
20012,w3,clueweb09-en0003-71-36817,2,2
20012,w3,clueweb09-en0004-08-29316,-1,0
20012,w3,clueweb09-en0004-08-29315,-1,0
20012,w3,clueweb09-en0004-49-38207,-1,0
20012,w6,clueweb09-en0004-09-39415,-1,0
20012,w6,clueweb09-en0003-71-36817,2,2
20012,w6,clueweb09-en0004-08-29316,-1,0
20012,w6,clueweb09-en0004-08-29315,-1,1
20012,w6,clueweb09-en0004-49-38207,-1,0
20012,w7,clueweb09-en0004-09-39415,-1,1
20012,w7,clueweb09-en0003-71-36817,2,1
20012,w7,clueweb09-en0004-08-29316,-1,1
20012,w7,clueweb09-en0004-08-29315,-1,1
20012,w7,clueweb09-en0004-49-38207,-1,1
20012,w2,clueweb09-en0007-24-16951,2,0
20012,w2,clueweb09-en0004-63-31985,-1,1
20012,w2,clueweb09-en0004-63-32353,-1,1
20012,w2,clueweb09-en0004-63-32343,-1,1
20012,w2,clueweb09-en0004-63-32337,-1,1
20012,w3,clueweb09-en0007-24-16951,2,0
20012,w3,clueweb09-en0004-63-31985,-1,1
20012,w3,clueweb09-en0004-63-32353,-1,1
20012,w3,clueweb09-en0004-63-32343,-1,1
20012,w3,clueweb09-en0004-63-32337,-1,1
20012,w2,clueweb09-en0009-33-0520,-2,-2
20012,w2,clueweb09-en0004-63-32621,-1,1
20012,w2,clueweb09-en0005-49-10625,-1,1
20012,w2,clueweb09-en0005-27-36943,-1,0
20012,w2,clueweb09-en0004-63-33175,-1,1
20012,w3,clueweb09-en0009-33-0520,-2,-2
20012,w3,clueweb09-en0004-63-32621,-1,0
20012,w3,clueweb09-en0005-49-10625,-1,1
20012,w3,clueweb09-en0005-27-36943,-1,1
20012,w3,clueweb09-en0004-63-33175,-1,1
20012,w2,clueweb09-en0010-89-22660,2,1
20012,w2,clueweb09-en0005-70-26188,-1,0
20012,w2,clueweb09-en0005-70-26179,-1,0
20012,w2,clueweb09-en0005-62-11855,-1,1
20012,w2,clueweb09-en0005-70-26178,-1,0
20012,w3,clueweb09-en0010-89-22660,2,2
20012,w3,clueweb09-en0005-70-26188,-1,0
20012,w3,clueweb09-en0005-70-26179,-1,0
20012,w3,clueweb09-en0005-62-11855,-1,1
20012,w3,clueweb09-en0005-70-26178,-1,0
20012,w4,clueweb09-en0010-89-22660,2,2
20012,w4,clueweb09-en0005-70-26188,-1,1
20012,w4,clueweb09-en0005-70-26179,-1,1
20012,w4,clueweb09-en0005-62-11855,-1,1
20012,w4,clueweb09-en0005-70-26178,-1,1
20012,w1,clueweb09-en0005-70-26195,-1,2
20012,w1,clueweb09-en0006-55-09566,-1,1
20012,w1,clueweb09-en0005-70-26202,-1,2
20012,w1,clueweb09-en0005-70-26226,-1,2
20012,w1,clueweb09-en0010-89-22646,2,2
20012,w3,clueweb09-en0005-70-26195,-1,0
20012,w3,clueweb09-en0006-55-09566,-1,2
20012,w3,clueweb09-en0005-70-26202,-1,0
20012,w3,clueweb09-en0005-70-26226,-1,0
20012,w3,clueweb09-en0010-89-22646,2,2
20012,w2,clueweb09-en0006-59-08683,-1,1
20012,w2,clueweb09-en0004-09-06987,2,1
20012,w2,clueweb09-en0006-79-20211,-1,1
20012,w2,clueweb09-en0006-64-27406,-1,0
20012,w2,clueweb09-en0006-59-08677,-1,1
20012,w3,clueweb09-en0006-59-08683,-1,2
20012,w3,clueweb09-en0004-09-06987,2,2
20012,w3,clueweb09-en0006-79-20211,-1,0
20012,w3,clueweb09-en0006-64-27406,-1,2
20012,w3,clueweb09-en0006-59-08677,-1,1
20012,w6,clueweb09-en0006-59-08683,-1,2
20012,w6,clueweb09-en0004-09-06987,2,2
20012,w6,clueweb09-en0006-79-20211,-1,0
20012,w6,clueweb09-en0006-64-27406,-1,2
20012,w6,clueweb09-en0006-59-08677,-1,2
20012,w1,clueweb09-en0006-79-20215,-1,2
20012,w1,clueweb09-en0009-89-11532,2,2
20012,w1,clueweb09-en0006-93-03250,-1,2
20012,w1,clueweb09-en0007-24-16917,-1,2
20012,w1,clueweb09-en0006-99-21420,-1,2
20012,w3,clueweb09-en0006-79-20215,-1,0
20012,w3,clueweb09-en0009-89-11532,2,0
20012,w3,clueweb09-en0006-93-03250,-1,0
20012,w3,clueweb09-en0007-24-16917,-1,2
20012,w3,clueweb09-en0006-99-21420,-1,2
20012,w8,clueweb09-en0006-79-20215,-1,2
20012,w8,clueweb09-en0009-89-11532,2,2
20012,w8,clueweb09-en0006-93-03250,-1,2
20012,w8,clueweb09-en0007-24-16917,-1,2
20012,w8,clueweb09-en0006-99-21420,-1,2
20012,w1,clueweb09-en0007-24-18309,-1,2
20012,w1,clueweb09-en0007-24-16933,-1,2
20012,w1,clueweb09-en0007-24-16956,-1,2
20012,w1,clueweb09-en0007-24-18147,-1,2
20012,w1,clueweb09-en0009-33-4254,-2,-2
20012,w3,clueweb09-en0007-24-18309,-1,1
20012,w3,clueweb09-en0007-24-16933,-1,1
20012,w3,clueweb09-en0007-24-16956,-1,1
20012,w3,clueweb09-en0007-24-18147,-1,1
20012,w3,clueweb09-en0009-33-4254,-2,-2
20012,w7,clueweb09-en0007-24-18309,-1,1
20012,w7,clueweb09-en0007-24-16933,-1,1
20012,w7,clueweb09-en0007-24-16956,-1,1
20012,w7,clueweb09-en0007-24-18147,-1,1
20012,w7,clueweb09-en0009-33-4254,-2,-2
20012,w1,clueweb09-en0007-24-18395,-1,2
20012,w1,clueweb09-en0011-78-00514,2,1
20012,w1,clueweb09-en0007-24-18394,-1,2
20012,w1,clueweb09-en0007-24-18405,-1,2
20012,w1,clueweb09-en0007-24-18404,-1,2
20012,w3,clueweb09-en0007-24-18395,-1,2
20012,w3,clueweb09-en0011-78-00514,2,2
20012,w3,clueweb09-en0007-24-18394,-1,2
20012,w3,clueweb09-en0007-24-18405,-1,2
20012,w3,clueweb09-en0007-24-18404,-1,2
